Biot,Thermal Expansion of Solid,Thermal Expansion Difference,Bulk Modulus,Skempton,Shear Modulus,Poisson Ratio,Thermal Filtration,Thermal Osmosis,Thermal Conductivity,Permeability,Specific Heat,Fluid Diffusivity,Thermal Diffusivity,Fluid Thermal Diffusivity,Thermal Fluid  Diffusivity,Diagnal Ratio,Off Diagnal Ratio,Case
0.74233,0.00059834,0.00079166,1.34E+10,0.96702,1.99E+10,0.23543,-5.61E-09,-7.29E-21,57.586,6.04E-17,3.05E+06,0.0002394,1.92E-05,844.76,9.05E-14,0.080021,1.07E-16,1
0.64978,0.00074073,0.00064927,9.35E+09,0.75033,1.47E+10,0.31395,-2.76E-09,-9.96E-21,172.48,1.41E-17,4.86E+06,2.55E-05,3.57E-05,675.92,6.08E-15,1.3963,8.99E-18,1
0.82859,0.00078739,0.00060261,1.11E+10,0.79349,1.60E+10,0.22108,-2.30E-09,-3.13E-21,140.76,2.89E-17,6.92E+05,6.30E-05,0.00021044,4829.7,1.03E-13,3.3423,2.12E-17,1
0.85748,0.00065946,0.00073054,1.04E+10,0.72888,1.46E+10,0.27853,-4.01E-09,-5.33E-21,119.87,7.19E-17,4.37E+06,0.00012497,2.76E-05,558.9,3.44E-14,0.22078,6.16E-17,1
0.57221,0.00075328,0.00063672,1.45E+10,0.73428,2.36E+10,0.27077,-5.14E-09,-3.14E-21,10.133,1.15E-17,5.82E+06,3.25E-05,1.75E-06,48.401,6.38E-15,0.053706,1.32E-16,0
0.56068,0.00087079,0.00051921,1.04E+10,0.96991,1.66E+10,0.24367,-9.62E-09,-4.86E-21,186.22,7.97E-18,3.70E+06,2.53E-05,5.06E-05,1435.5,8.76E-15,2.0048,6.10E-18,1
0.84002,0.00097497,0.00041503,1.50E+10,0.8851,1.89E+10,0.28728,-9.10E-09,-6.22E-21,174.24,6.13E-17,4.91E+06,0.00022542,3.58E-05,1356.9,4.96E-14,0.15875,3.66E-17,1
0.59876,0.00052578,0.00086422,1.49E+10,0.73341,1.41E+10,0.2555,-2.79E-09,-1.04E-20,31.969,5.23E-17,7.56E+06,0.00013451,4.25E-06,116.36,1.94E-14,0.031562,1.67E-16,0
0.72906,0.001211,0.00017902,1.57E+10,0.58166,1.89E+10,0.24628,-3.82E-09,-1.18E-20,174.02,8.37E-17,2.78E+06,0.00015136,6.28E-05,921.58,4.57E-14,0.41458,4.96E-17,1
0.55502,0.0012981,9.19E-05,8.28E+09,0.91851,1.29E+10,0.29916,-2.96E-09,-9.82E-21,48.733,9.58E-17,4.68E+06,0.00022541,1.04E-05,166.72,3.34E-14,0.046326,2.00E-16,0
0.56901,0.00084773,0.00054227,1.27E+10,0.69952,1.64E+10,0.26948,-5.90E-09,-7.58E-21,59.585,6.28E-17,2.27E+06,0.00014137,2.64E-05,535.84,5.91E-14,0.1871,1.10E-16,1
0.6054,0.0012227,0.00016733,1.19E+10,0.647,1.63E+10,0.31637,-5.16E-09,-6.00E-21,130.82,6.19E-18,8.56E+06,1.15E-05,1.53E-05,216.51,1.63E-15,1.327,7.52E-18,1
0.57046,0.0011783,0.00021166,1.09E+10,0.78245,2.32E+10,0.30285,-8.15E-09,-6.63E-21,107.73,6.72E-17,6.20E+06,0.00016419,1.74E-05,337.27,2.24E-14,0.10614,6.63E-17,0
0.73085,0.0012051,0.00018489,1.24E+10,0.61891,1.46E+10,0.22934,-3.65E-09,-1.51E-20,139.23,6.28E-17,9.17E+06,9.65E-05,1.52E-05,187.46,8.85E-15,0.15738,4.72E-17,0
0.82516,0.0012927,9.73E-05,1.31E+10,0.89976,1.77E+10,0.25665,-2.80E-09,-7.06E-21,161.41,2.83E-17,9.43E+06,9.29E-05,1.72E-05,507.6,9.20E-15,0.18484,1.81E-17,1
0.79123,0.0005109,0.0008791,1.55E+10,0.88553,2.12E+10,0.31817,-3.61E-09,-1.95E-20,167.97,1.11E-17,5.38E+06,4.48E-05,3.16E-05,1516.2,1.07E-14,0.70488,7.06E-18,1
0.57175,0.00099068,0.00039932,1.43E+10,0.76022,2.40E+10,0.28301,-2.15E-09,-1.67E-20,37.494,3.61E-17,7.65E+06,0.00010687,4.91E-06,125.09,1.23E-14,0.045959,9.86E-17,0
0.56614,0.0013713,1.87E-05,9.81E+09,0.71759,1.98E+10,0.25663,-9.94E-09,-1.60E-20,199.87,9.18E-17,9.45E+06,0.00017322,2.12E-05,266.96,1.33E-14,0.12212,4.99E-17,0
0.58227,0.00066767,0.00072233,8.89E+09,0.68311,1.76E+10,0.28775,-7.51E-09,-1.67E-20,167.5,4.91E-17,4.67E+06,7.78E-05,3.60E-05,597.88,1.92E-14,0.4634,3.20E-17,1
0.66825,0.00095957,0.00043043,1.07E+10,0.77094,1.82E+10,0.23973,-6.50E-09,-1.43E-20,143.01,9.66E-18,7.32E+06,2.03E-05,1.96E-05,386.34,3.50E-15,0.96739,9.06E-18,1
0.94474,0.00082968,0.00056032,1.08E+10,0.78244,1.22E+10,0.23561,-8.99E-09,-6.28E-21,41.446,8.23E-17,4.78E+06,0.00015183,8.71E-06,176.52,3.69E-14,0.057364,2.09E-16,0
0.55858,0.0010161,0.00037386,1.54E+10,0.92064,1.96E+10,0.22172,-1.44E-09,-1.72E-20,52.906,2.86E-17,7.47E+06,0.00011559,7.10E-06,223.73,1.23E-14,0.061411,5.49E-17,1
0.93006,0.0013886,1.38E-06,1.41E+10,0.96183,1.88E+10,0.31987,-6.52E-09,-2.92E-21,136.05,3.06E-17,6.41E+05,0.00017293,0.00023024,12306,2.88E-13,1.3314,2.34E-17,1
0.61177,0.0013473,4.27E-05,1.56E+10,0.94933,1.50E+10,0.2879,-4.43E-09,-4.51E-21,194.13,1.13E-17,3.04E+06,4.58E-05,6.40E-05,1578.1,1.06E-14,1.3961,6.74E-18,1
0.6259,0.0012751,0.00011494,1.37E+10,0.81801,1.99E+10,0.24629,-2.04E-09,-1.77E-20,182.8,9.85E-17,8.18E+06,0.0002912,2.24E-05,480.82,2.62E-14,0.07682,5.44E-17,0
0.83617,0.00062414,0.00076586,1.36E+10,0.64543,1.74E+10,0.28992,-2.57E-09,-1.37E-20,10.03,5.64E-17,4.87E+06,0.00010191,2.07E-06,43.377,2.49E-14,0.02031,5.75E-16,0
0.88781,0.0010277,0.00036225,1.42E+10,0.71781,1.45E+10,0.30128,-2.18E-09,-1.72E-20,70.496,3.21E-17,4.73E+06,6.85E-05,1.50E-05,323.83,1.52E-14,0.21822,4.70E-17,1
0.91553,0.00099372,0.00039628,1.16E+10,0.62112,2.21E+10,0.3142,-4.49E-09,-9.26E-21,37.46,7.46E-17,3.04E+05,0.00012335,0.00013179,2379.4,4.90E-13,1.0685,2.06E-16,1
0.6204,0.00044626,0.00094374,9.97E+09,0.68582,1.84E+10,0.24804,-8.81E-09,-1.62E-20,97.696,6.39E-17,8.08E+06,0.0001084,1.21E-05,240.07,1.68E-14,0.11188,7.00E-17,1
0.76588,0.0010108,0.00037918,8.08E+09,0.89823,1.79E+10,0.23168,-6.39E-09,-1.26E-20,17.244,5.14E-17,9.94E+06,0.00011616,1.74E-06,40.434,1.27E-14,0.014968,3.14E-16,0
0.69967,0.00055181,0.00083819,1.59E+10,0.70632,1.79E+10,0.24701,-6.50E-09,-2.00E-20,142.25,7.91E-17,5.91E+06,0.00019519,2.42E-05,658.85,3.78E-14,0.12402,5.73E-17,1
0.7412,0.00043059,0.00095941,1.36E+10,0.5946,1.52E+10,0.30738,-3.47E-09,-7.61E-21,17.246,5.81E-17,5.72E+06,9.49E-05,3.03E-06,59.107,2.05E-14,0.03192,3.47E-16,0
0.85521,0.00060329,0.00078671,1.33E+10,0.66049,1.24E+10,0.22314,-4.04E-09,-1.17E-20,135.69,9.29E-17,6.50E+06,0.00014676,2.09E-05,364.6,2.56E-14,0.14261,7.02E-17,1
0.56081,0.00059925,0.00079075,1.52E+10,0.96552,2.13E+10,0.27829,-2.64E-09,-8.15E-21,9.3544,5.41E-17,7.41E+06,0.00024714,1.27E-06,60.7,3.55E-14,0.0051398,5.84E-16,0
0.77035,0.00066789,0.00072211,1.26E+10,0.95151,2.05E+10,0.23827,-6.71E-09,-1.71E-20,53.728,8.93E-17,2.52E+06,0.00033661,2.17E-05,906.07,1.53E-13,0.064583,1.69E-16,1
0.76868,0.00082416,0.00056584,1.39E+10,0.86911,1.45E+10,0.23429,-5.69E-09,-3.80E-21,131.82,5.81E-17,4.28E+05,0.00017695,0.0003265,9178.2,4.19E-13,1.8452,4.56E-17,1
0.7815,0.00087329,0.00051671,1.37E+10,0.71352,1.59E+10,0.30601,-8.09E-09,-8.04E-21,36.621,6.88E-17,7.22E+06,0.00015005,5.09E-06,114.45,2.26E-14,0.033919,1.98E-16,0
0.88711,0.00039427,0.00099573,1.47E+10,0.66404,2.00E+10,0.31852,-8.83E-09,-8.72E-21,98.28,5.28E-17,7.08E+06,0.00011104,1.40E-05,372.79,2.13E-14,0.12564,5.71E-17,1
0.81268,0.00061419,0.00077581,1.33E+10,0.80332,1.49E+10,0.23392,-7.45E-09,-1.44E-20,194.61,5.67E-17,9.54E+06,0.00013589,2.05E-05,547.63,1.67E-14,0.15062,3.06E-17,1
0.82071,0.00058378,0.00080622,1.54E+10,0.66599,2.36E+10,0.31523,-9.14E-09,-9.65E-21,186.11,6.84E-17,1.30E+05,0.00020959,0.0019035,51875,2.00E-12,9.0822,3.85E-17,1
0.78236,0.00075639,0.00063361,8.01E+09,0.71045,2.36E+10,0.2815,-4.63E-09,-1.41E-20,46.639,1.54E-17,9.23E+06,2.24E-05,5.06E-06,85.448,3.32E-15,0.22655,3.89E-17,1
0.69947,0.0013417,4.83E-05,8.18E+09,0.65718,1.90E+10,0.26913,-6.78E-09,-1.65E-20,1.6638,9.37E-17,8.58E+06,0.00011955,1.94E-07,2.1253,1.28E-14,0.0016244,6.00E-15,0
0.63966,0.0012473,0.00014269,1.38E+10,0.87531,1.85E+10,0.26363,-6.03E-09,-1.18E-20,188.66,3.32E-17,5.48E+06,0.00010984,3.45E-05,851.11,1.61E-14,0.31397,1.89E-17,1
0.73076,0.000969,0.000421,1.22E+10,0.63987,1.88E+10,0.27383,-5.97E-09,-1.53E-20,80.304,4.57E-17,4.60E+06,7.84E-05,1.75E-05,294.89,1.81E-14,0.22314,6.13E-17,1
0.58064,0.00062547,0.00076453,9.04E+09,0.59147,2.18E+10,0.23531,-9.09E-09,-1.75E-20,64.132,1.78E-17,2.68E+06,2.34E-05,2.40E-05,337.18,1.27E-14,1.0289,3.78E-17,1
0.70487,0.00098794,0.00040206,1.14E+10,0.6844,1.25E+10,0.31957,-9.47E-09,-1.25E-20,120.85,9.40E-17,5.79E+06,0.00016472,2.09E-05,340.28,2.81E-14,0.12701,8.26E-17,0
0.70077,0.0007059,0.0006841,1.12E+10,0.75532,1.79E+10,0.22994,-6.84E-09,-6.20E-21,178.4,7.01E-17,3.14E+06,0.00014557,5.72E-05,1262.2,5.18E-14,0.39325,4.10E-17,1
0.79617,0.00046355,0.00092645,1.14E+10,0.91991,1.75E+10,0.2775,-9.54E-09,-1.03E-20,123.42,2.49E-17,4.10E+06,8.01E-05,3.05E-05,1184.2,2.62E-14,0.38054,2.21E-17,1
0.59372,0.00058482,0.00080518,1.39E+10,0.85764,1.85E+10,0.25305,-2.87E-09,-1.55E-20,17.547,3.63E-17,2.63E+06,0.00011995,6.77E-06,235.34,4.98E-14,0.056458,2.11E-16,1
0.60435,0.00065151,0.00073849,1.56E+10,0.81642,1.39E+10,0.25735,-3.68E-09,-3.50E-21,160.37,2.49E-17,3.09E+06,7.72E-05,5.24E-05,1586.5,2.59E-14,0.67905,1.63E-17,1
0.92115,0.00083682,0.00055318,1.35E+10,0.88012,2.09E+10,0.30506,-3.92E-09,-1.16E-20,192.03,5.57E-17,1.47E+06,0.00022206,0.00013518,6146.9,1.81E-13,0.60879,2.94E-17,1
0.71229,0.0010162,0.00037385,8.66E+09,0.94571,1.82E+10,0.31397,-6.48E-09,-1.29E-20,119.58,4.60E-17,2.92E+06,0.00012934,4.14E-05,1155.4,4.67E-14,0.31988,4.04E-17,1
0.94029,0.0012672,0.00012283,9.75E+09,0.80052,1.62E+10,0.2831,-2.84E-09,-1.28E-20,75.111,5.16E-17,4.52E+06,0.00011207,1.67E-05,394.8,2.78E-14,0.14889,7.04E-17,1
0.78404,0.00058565,0.00080435,1.27E+10,0.70523,2.31E+10,0.29221,-8.51E-09,-8.90E-21,35.11,7.64E-17,3.01E+06,0.00016445,1.18E-05,298.46,6.78E-14,0.071654,2.27E-16,1
0.94982,0.00087481,0.00051519,1.43E+10,0.67095,1.35E+10,0.30201,-4.70E-09,-1.55E-20,138.06,4.01E-17,7.34E+06,7.33E-05,1.89E-05,376.57,1.16E-14,0.25733,3.07E-17,1
0.69353,0.0010991,0.0002909,1.48E+10,0.96788,1.89E+10,0.24503,-2.40E-09,-6.50E-21,45.883,1.36E-17,9.64E+06,5.56E-05,4.77E-06,166.04,5.16E-15,0.085753,3.11E-17,1
0.74348,0.00096644,0.00042356,1.43E+10,0.58195,1.95E+10,0.27659,-3.17E-09,-9.54E-21,67.875,7.97E-17,8.03E+06,0.00013442,8.47E-06,139.49,1.68E-14,0.062975,1.20E-16,0
0.75305,0.0012339,0.00015611,8.90E+09,0.94709,1.34E+10,0.27074,-6.62E-09,-5.54E-21,44.683,3.33E-17,7.93E+06,8.60E-05,5.65E-06,129.49,1.05E-14,0.065667,8.11E-17,0
0.8592,0.0012059,0.00018413,1.17E+10,0.59696,2.08E+10,0.2333,-1.37E-09,-1.27E-20,117.03,6.16E-17,2.86E+05,8.97E-05,0.00042529,5990.4,3.20E-13,4.7386,5.35E-17,1
0.61562,0.00048172,0.00090828,9.42E+09,0.61123,1.71E+10,0.2345,-9.01E-09,-1.66E-20,117.28,4.50E-17,4.85E+06,6.07E-05,2.43E-05,374.79,1.62E-14,0.40001,4.34E-17,1
0.68096,0.00055472,0.00083528,1.22E+10,0.90954,1.96E+10,0.24258,-8.56E-09,-1.97E-20,191.07,8.93E-17,7.32E+06,0.00028632,2.62E-05,946.95,4.54E-14,0.091608,4.80E-17,1
0.66786,0.00073547,0.00065453,1.04E+10,0.89119,1.79E+10,0.29073,-3.78E-09,-6.16E-21,53.298,5.84E-17,1.49E+06,0.00016388,3.66E-05,1066.5,1.19E-13,0.22322,1.12E-16,1
0.76118,0.00076999,0.00062001,1.27E+10,0.62049,1.91E+10,0.26305,-7.65E-09,-6.48E-21,6.4077,2.65E-17,5.39E+05,4.53E-05,1.23E-05,218.08,1.05E-13,0.271,4.81E-16,1
0.8124,0.00077678,0.00061322,1.07E+10,0.6607,1.49E+10,0.24801,-4.35E-09,-1.24E-20,65.668,4.49E-17,4.07E+06,6.64E-05,1.62E-05,260.17,1.89E-14,0.24384,7.25E-17,1
0.73416,0.0010599,0.00033011,8.28E+09,0.70539,1.76E+10,0.30082,-6.36E-09,-7.77E-21,81.88,1.82E-17,4.20E+06,2.64E-05,1.96E-05,283.25,7.82E-15,0.74233,2.76E-17,1
0.72055,0.0013168,7.32E-05,1.49E+10,0.94427,2.20E+10,0.25502,-4.49E-09,-1.25E-20,61.112,4.66E-17,6.82E+06,0.00019373,8.99E-06,301.81,2.37E-14,0.046401,7.84E-17,0
0.84824,0.0012743,0.00011567,9.91E+09,0.68608,1.49E+10,0.2444,-3.81E-09,-1.31E-20,20.965,2.28E-17,7.78E+06,3.33E-05,2.70E-06,37.569,4.57E-15,0.081072,1.22E-16,0
0.56128,0.00083288,0.00055712,1.52E+10,0.86555,2.37E+10,0.28941,-5.60E-09,-8.46E-21,64.364,6.42E-17,6.19E+06,0.00025025,1.05E-05,379.23,3.87E-14,0.041794,1.02E-16,1
0.76655,0.0005833,0.0008067,1.14E+10,0.8166,2.13E+10,0.226,-2.37E-09,-1.52E-20,150.8,4.60E-17,6.44E+06,0.00011416,2.35E-05,679.09,2.11E-14,0.20616,3.11E-17,1
0.74087,0.0013857,4.26E-06,1.36E+10,0.64358,1.27E+10,0.22275,-5.41E-09,-6.25E-21,198.98,1.03E-17,8.37E+06,1.72E-05,2.38E-05,254.43,1.96E-15,1.379,7.71E-18,1
0.61605,0.00042357,0.00096643,1.19E+10,0.89852,1.28E+10,0.28791,-7.62E-09,-1.37E-20,11.769,8.90E-17,1.41E+06,0.00026432,8.59E-06,286.53,2.22E-13,0.0325,7.75E-16,1
0.85655,0.00044714,0.00094286,1.30E+10,0.86271,1.78E+10,0.26269,-7.15E-09,-1.60E-20,123.71,9.59E-17,1.61E+05,0.00040672,0.00107,39890,3.15E-12,2.6307,7.90E-17,1
0.65123,0.0005762,0.0008138,1.05E+10,0.73428,1.65E+10,0.26906,-3.68E-09,-1.65E-20,188.33,6.33E-17,2.42E+06,0.00012253,7.86E-05,1677.4,5.79E-14,0.64154,3.45E-17,1
0.84523,0.0010236,0.00036642,1.30E+10,0.76495,1.90E+10,0.22235,-3.49E-09,-7.32E-21,30.348,4.56E-17,6.49E+06,0.00010545,4.69E-06,110.22,1.71E-14,0.044472,1.55E-16,0
0.86784,0.0005084,0.0008816,1.49E+10,0.60911,2.00E+10,0.26933,-5.46E-09,-1.18E-20,101.56,2.97E-17,7.48E+06,5.24E-05,1.36E-05,291.82,9.26E-15,0.2598,3.17E-17,1
0.77114,0.00072377,0.00066623,8.44E+09,0.65088,1.73E+10,0.30142,-9.55E-09,-1.17E-20,26.399,9.55E-17,7.26E+06,0.00012019,3.65E-06,52.49,2.03E-14,0.030339,3.87E-16,0
0.8987,0.00080794,0.00058206,1.40E+10,0.95067,2.02E+10,0.22506,-2.50E-09,-5.20E-21,192.29,6.60E-17,9.49E+06,0.00027588,2.04E-05,956.68,3.31E-14,0.073829,3.46E-17,1
0.60306,0.0010939,0.00029608,1.40E+10,0.58895,1.27E+10,0.29388,-1.55E-09,-5.49E-21,187.81,6.96E-17,2.63E+06,0.00012584,7.16E-05,958.81,3.61E-14,0.56863,3.77E-17,1
0.74864,0.0013281,6.19E-05,1.49E+10,0.88402,2.34E+10,0.22767,-8.46E-09,-1.19E-20,29.054,3.64E-17,6.49E+06,0.00013194,4.49E-06,134.97,1.82E-14,0.034008,1.35E-16,0
0.88256,0.00048438,0.00090562,1.28E+10,0.59651,2.30E+10,0.22009,-5.63E-09,-8.97E-21,110.6,2.10E-17,7.45E+06,3.16E-05,1.49E-05,278.75,6.05E-15,0.47169,2.17E-17,1
0.85767,0.00094153,0.00044847,1.43E+10,0.60361,2.08E+10,0.31,-2.01E-09,-3.56E-21,90.048,2.18E-17,3.68E+06,3.82E-05,2.46E-05,472.33,1.20E-14,0.64429,2.54E-17,1
0.87918,0.0012244,0.00016559,1.10E+10,0.84594,1.36E+10,0.30156,-3.67E-09,-1.21E-20,101.04,9.97E-17,9.63E+05,0.0002538,0.00010724,2643.3,2.65E-13,0.42253,1.00E-16,1
0.72423,0.0012435,0.00014654,1.59E+10,0.93034,1.72E+10,0.31606,-7.79E-09,-1.51E-20,136.45,6.86E-17,3.11E+06,0.00028655,4.41E-05,1503.1,7.80E-14,0.154,5.19E-17,1
0.61974,0.0012073,0.00018275,1.42E+10,0.96948,2.22E+10,0.29901,-4.30E-09,-1.73E-20,20.04,5.96E-17,9.77E+06,0.00026069,2.06E-06,71.123,2.16E-14,0.0078854,3.04E-16,0
0.82917,0.00073716,0.00065284,1.32E+10,0.75607,2.21E+10,0.24366,-4.10E-09,-1.15E-20,72.396,9.37E-17,9.51E+06,0.0002261,7.64E-06,209.5,2.75E-14,0.033773,1.31E-16,0
0.74363,0.00093946,0.00045054,9.17E+09,0.65387,2.22E+10,0.24289,-3.32E-09,-8.96E-21,172.83,7.96E-17,6.34E+06,0.0001106,2.73E-05,397.85,1.88E-14,0.24683,4.74E-17,1
0.86734,0.0011045,0.00028549,9.45E+09,0.90679,1.37E+10,0.23426,-3.48E-09,-1.04E-20,188.78,5.85E-18,6.52E+06,1.45E-05,2.90E-05,725.89,2.79E-15,2.007,3.84E-18,1
0.66998,0.0004117,0.0009783,1.57E+10,0.87825,1.88E+10,0.29633,-7.86E-09,-6.04E-21,114.3,6.42E-17,3.43E+06,0.00024304,3.39E-05,1497.9,8.65E-14,0.13933,5.77E-17,1
0.88296,0.00080461,0.00058539,1.15E+10,0.90595,2.19E+10,0.25542,-9.10E-09,-1.60E-20,98.512,2.88E-17,3.25E+06,0.00010185,3.08E-05,1257.9,3.96E-14,0.302,3.15E-17,1
0.74651,0.00086945,0.00052055,1.28E+10,0.85765,1.80E+10,0.22491,-7.27E-09,-4.04E-21,68.588,7.86E-17,9.52E+06,0.00022241,7.23E-06,205.1,2.43E-14,0.032486,1.18E-16,0
0.76906,0.00039105,0.00099895,8.61E+09,0.67178,1.98E+10,0.27081,-9.68E-09,-1.88E-20,72.066,1.13E-17,5.51E+06,1.54E-05,1.31E-05,224.25,5.28E-15,0.85024,2.36E-17,1
0.88927,0.00079086,0.00059914,9.34E+09,0.82732,2.20E+10,0.29084,-8.30E-09,-1.30E-20,123.26,5.92E-17,5.19E+06,0.00014547,2.39E-05,707.28,3.56E-14,0.16421,5.03E-17,1
0.59134,0.00048172,0.00090828,1.26E+10,0.59465,1.23E+10,0.29534,-4.56E-09,-9.07E-21,148.96,4.49E-17,8.02E+06,7.56E-05,1.86E-05,346.43,1.10E-14,0.24627,3.18E-17,1
0.91414,0.0011642,0.00022582,1.51E+10,0.97899,2.00E+10,0.24791,-5.24E-09,-1.88E-20,195.59,8.47E-18,1.61E+06,4.29E-05,0.00012477,6216.9,3.03E-14,2.9096,4.87E-18,1
0.63763,0.00070647,0.00068353,1.09E+10,0.90574,1.83E+10,0.30562,-3.82E-09,-8.51E-21,91.104,2.82E-17,2.27E+06,8.54E-05,4.07E-05,1285.3,4.15E-14,0.47713,3.23E-17,1
0.73623,0.00080152,0.00058848,1.49E+10,0.91909,1.81E+10,0.22915,-2.91E-09,-3.36E-21,2.378,9.28E-17,4.59E+06,0.00033493,5.22E-07,18.83,7.41E-14,0.0015571,3.94E-15,0
0.80924,0.00089527,0.00049473,1.53E+10,0.73375,2.39E+10,0.24099,-8.81E-09,-1.99E-20,168.58,1.20E-17,7.45E+06,3.13E-05,2.27E-05,623.32,5.64E-15,0.72606,9.05E-18,1
0.87839,0.0005699,0.0008201,1.25E+10,0.75941,1.70E+10,0.24124,-1.08E-09,-4.55E-21,176.52,2.08E-17,3.25E+06,4.53E-05,5.48E-05,1413.7,1.70E-14,1.21,1.20E-17,1
0.68299,0.0011996,0.00019037,8.11E+09,0.58626,1.32E+10,0.29409,-5.56E-09,-1.51E-20,14.886,9.49E-17,6.52E+06,9.84E-05,2.29E-06,20.426,1.39E-14,0.02321,6.79E-16,0
0.55278,0.00061201,0.00077799,1.43E+10,0.83785,1.41E+10,0.24181,-7.04E-09,-1.52E-20,177.85,3.74E-17,6.64E+06,0.00011731,2.69E-05,838.43,1.87E-14,0.22928,2.23E-17,1
0.8153,0.0012245,0.00016546,1.53E+10,0.93078,1.68E+10,0.3059,-5.95E-09,-1.83E-20,164.45,6.29E-17,5.91E+06,0.00025457,2.80E-05,1022.6,4.01E-14,0.10987,3.92E-17,1
0.74092,0.00057498,0.00081502,1.53E+10,0.92238,1.76E+10,0.30454,-9.08E-09,-1.35E-20,24.207,2.01E-17,3.79E+06,8.05E-05,6.48E-06,290.23,2.66E-14,0.080442,9.15E-17,1
0.93926,0.00053514,0.00085486,9.25E+09,0.80119,2.03E+10,0.29657,-1.37E-09,-1.44E-20,138.98,8.62E-17,8.17E+06,0.00019735,1.71E-05,502.69,3.14E-14,0.086605,6.24E-17,1
0.93932,0.00041396,0.00097604,1.29E+10,0.9314,1.78E+10,0.23634,-6.04E-09,-1.25E-20,55.107,4.45E-17,7.46E+06,0.00016732,7.45E-06,351.93,2.92E-14,0.044516,8.31E-17,1
0.56382,0.00045909,0.00093091,1.50E+10,0.62848,1.68E+10,0.29161,-1.40E-09,-1.90E-20,197.64,8.24E-17,8.68E+05,0.00019272,0.00023509,5967,2.50E-13,1.2199,4.20E-17,1
0.62128,0.0011362,0.00025383,1.28E+10,0.60646,1.81E+10,0.28255,-5.75E-09,-7.36E-21,119.34,2.37E-17,7.17E+06,4.22E-05,1.67E-05,239.59,5.56E-15,0.39531,2.32E-17,1
0.94456,0.0012972,9.28E-05,1.44E+10,0.66243,1.80E+10,0.22139,-3.74E-09,-4.28E-21,72.816,2.44E-17,3.73E+06,4.47E-05,1.96E-05,345.31,1.26E-14,0.4386,3.64E-17,1
0.7093,0.00093366,0.00045634,1.29E+10,0.69131,1.77E+10,0.27712,-9.92E-09,-6.13E-21,2.5667,5.98E-18,7.52E+06,1.22E-05,3.42E-07,6.7091,2.89E-15,0.028106,4.30E-16,0
0.83224,0.0013543,3.57E-05,1.15E+10,0.70654,1.39E+10,0.24269,-7.34E-09,-1.98E-20,156.76,1.62E-17,7.68E+06,2.75E-05,2.04E-05,292.5,3.99E-15,0.74214,1.36E-17,1
0.81619,0.0010498,0.00034022,9.12E+09,0.72456,1.45E+10,0.26817,-3.68E-09,-9.22E-21,111.76,6.75E-17,1.12E+06,0.00010533,0.00010139,1599,9.99E-14,0.96262,6.25E-17,1
0.58832,0.0010191,0.00037091,1.14E+10,0.72136,2.10E+10,0.29701,-9.26E-09,-9.58E-21,36.27,4.48E-17,2.48E+06,9.85E-05,1.47E-05,281.2,3.85E-14,0.14935,1.37E-16,1
0.80192,0.00041829,0.00097171,1.23E+10,0.65804,1.91E+10,0.2336,-3.06E-09,-1.68E-20,112.47,2.69E-17,5.96E+06,4.63E-05,1.90E-05,399.46,1.01E-14,0.40967,2.52E-17,1
0.9168,0.00065968,0.00073032,1.43E+10,0.92067,1.56E+10,0.27414,-2.15E-09,-1.53E-20,11.217,8.34E-17,4.20E+06,0.00030549,2.70E-06,113.81,8.51E-14,0.0088454,7.48E-16,0
0.56512,0.00043255,0.00095745,1.43E+10,0.73459,2.16E+10,0.24282,-1.51E-09,-3.65E-21,32.886,9.44E-17,6.96E+05,0.00027355,4.98E-05,1568.7,4.53E-13,0.18204,2.89E-16,1
0.83582,0.00093168,0.00045832,9.53E+09,0.86367,1.97E+10,0.26806,-8.13E-09,-5.50E-21,78.94,2.82E-17,8.90E+06,7.18E-05,8.90E-06,252.11,9.93E-15,0.12404,3.94E-17,1
0.92779,0.00084382,0.00054618,1.02E+10,0.76196,1.44E+10,0.30809,-5.01E-09,-1.30E-20,88.505,2.68E-18,8.88E+06,5.23E-06,1.00E-05,227.87,1.26E-15,1.9121,5.51E-18,1
0.68474,0.0013853,4.72E-06,8.74E+09,0.6273,1.98E+10,0.28167,-8.46E-09,-1.64E-20,114.86,8.59E-17,7.18E+06,0.00010959,1.60E-05,168.47,1.38E-14,0.14613,8.18E-17,0
0.6189,0.0011681,0.00022186,1.55E+10,0.62733,2.04E+10,0.30877,-9.66E-09,-3.57E-21,75.551,7.80E-17,5.92E+06,0.00017689,1.28E-05,229.4,2.53E-14,0.072235,1.10E-16,0
0.57252,0.00097158,0.00041842,1.14E+10,0.65154,2.04E+10,0.27362,-6.58E-09,-8.58E-21,35.975,2.37E-18,7.42E+06,4.47E-06,4.86E-06,80.02,1.42E-15,1.0857,1.77E-17,1
0.75387,0.00065949,0.00073051,8.81E+09,0.63373,2.22E+10,0.23866,-3.23E-09,-1.07E-20,84.319,2.76E-17,1.80E+06,3.52E-05,4.73E-05,692.43,2.45E-14,1.344,3.54E-17,1
0.64442,0.0010661,0.00032385,1.16E+10,0.80489,1.92E+10,0.2451,-4.00E-09,-3.04E-21,87.905,1.78E-17,3.40E+06,4.43E-05,2.60E-05,558.56,1.25E-14,0.58606,2.24E-17,1
